Custom.Data.position,Custom.Data.salary_min,Custom.Data.salary_max,Custom.Data.experience,Custom.Data.degree,Custom.Data.work_place,Custom.Data.company_name,Custom.Data.company_type,Custom.Data.company_finance,Custom.Data.company_scale,Custom.Data.bonus,Custom.Data.url
ETL工程师,12k,18k,经验3-5年,本科,深圳,长亮科技,企业服务,上市公司,2000人以上,"同事好,环境好,福利好,旅游多",https://www.lagou.com/jobs/4843239.html
ETL工程师,6k,10k,经验1-3年,本科,长沙,易观,"移动互联网,数据服务",B轮,150-500人,"五险一金,双休,下午茶,会玩儿",https://www.lagou.com/jobs/6061509.html
ETL开发,12k,18k,经验不限,本科,广州,Symbio-Freeborders,"移动互联网,电商",未融资,2000人以上,"外资,无试用期",https://www.lagou.com/jobs/6006421.html
ETL开发工程师,15k,30k,经验3-5年,本科,上海,驰骛科技ChiefClouds,"数据服务,移动互联网",A轮,50-150人,年度体检免费晚餐额外商保带薪10天年假,https://www.lagou.com/jobs/6052710.html
ETL开发工程师,18k,25k,经验3-5年,本科,上海,爱回收,"电商,消费生活",D轮及以上,2000人以上,ETL 数据分析 BI报表,https://www.lagou.com/jobs/5809624.html
ETL开发工程师,10k,16k,经验1-3年,本科,北京,宇信易诚,企业服务,上市公司,2000人以上,上市公司，七险一金，项目奖金，带薪假期,https://www.lagou.com/jobs/6001904.html
ETL开发工程师（JG）,20k,30k,经验3-5年,不限,上海,掌门集团,"移动互联网,消费生活",B轮,500-2000人,"发展空间大,福利待遇好",https://www.lagou.com/jobs/6053786.html
ETL开发工程师,12k,20k,经验3-5年,本科,广州,广州思迈特,"企业服务,数据服务",A轮,150-500人,六险一金、年度体检、弹性工作、带薪年假等,https://www.lagou.com/jobs/5559196.html
ETL工程师,15k,20k,经验1-3年,本科,上海,星合金融科技,"移动互联网,金融",不需要融资,50-150人,优秀团队 做五休二 五险一金 节日福利,https://www.lagou.com/jobs/5998501.html
数据仓库工程师/ETL工程师,20k,30k,经验3-5年,本科,上海,SERAPHIC,"移动互联网,其他",A轮,50-150人,双休，法定休假，补充医保，旅游，年假,https://www.lagou.com/jobs/6009620.html
etl工程师,13k,17k,经验3-5年,本科,上海,轻轻家教,"移动互联网,教育",D轮及以上,2000人以上,D轮融资、技术大牛、教育行业,https://www.lagou.com/jobs/6067303.html
ETL工程师,8k,16k,经验1-3年,本科,北京,信雅达,移动互联网,上市公司,2000人以上,餐饮补贴 带薪年休假 年终奖 节庆福利,https://www.lagou.com/jobs/5480866.html
ETL开发工程师,6k,12k,经验1-3年,本科,武汉,杭州雅拓,"数据服务,企业服务",不需要融资,150-500人,五险一金、餐饮补贴、年终奖金、周末双休,https://www.lagou.com/jobs/5990957.html
数据仓库工程师/ETL工程师,13k,25k,经验5-10年,本科,上海,关爱通,"电商,企业服务",未融资,150-500人,发展空间大、福利好、氛围好,https://www.lagou.com/jobs/5349556.html
ETL开发工程师 (MJ001019),18k,36k,经验3-5年,本科,上海,九曳供应链,"电商,数据服务",C轮,500-2000人,双休+法定节假日+生日福利+节日福利,https://www.lagou.com/jobs/5526030.html
ETL工程师(J10155),15k,25k,经验1-3年,本科,深圳,房多多,"移动互联网,消费生活",C轮,2000人以上,五险一金 餐补 晋升空间,https://www.lagou.com/jobs/6064952.html
ETL工程师,25k,50k,经验3-5年,本科,上海,拼多多,"电商,移动互联网",上市公司,2000人以上,"平台好,大牛多,薪资待遇佳",https://www.lagou.com/jobs/5637805.html
etl工程师,15k,25k,经验3-5年,本科,北京,德勤,金融,不需要融资,2000人以上,"外企平台,出差补助,五险一金,商业医疗保",https://www.lagou.com/jobs/5948950.html
ETL工程师,9k,14k,经验1-3年,本科,广州,巴图鲁公司,汽车丨出行,C轮,500-2000人,"发展空间大,扁平化管理,氛围好玩",https://www.lagou.com/jobs/5529760.html
ETL开发工程师,10k,15k,经验3-5年,本科,深圳,华盛通,"金融,移动互联网",不需要融资,150-500人,"新浪微博下,大平台,薪酬福利佳",https://www.lagou.com/jobs/6011679.html
ETL开发,12k,18k,经验3-5年,本科,北京,宇信易诚,企业服务,上市公司,2000人以上,七险一金。餐补、通讯补、电脑补一应俱全,https://www.lagou.com/jobs/6000518.html
ETL开发工程师,10k,15k,经验3-5年,本科,成都,艾融股份,"移动互联网,金融",上市公司,500-2000人,行业发展前景好，领导nice，团队氛围好,https://www.lagou.com/jobs/6065383.html
ETL工程师,13k,25k,经验5-10年,本科,杭州,杭州美创科技,"信息安全,数据服务",B轮,150-500人,"数据仓库,商业智能",https://www.lagou.com/jobs/4978349.html
ETL工程师G00109,15k,30k,经验1-3年,不限,北京,快陪练,"移动互联网,教育",A轮,150-500人,内部分享；技术分享,https://www.lagou.com/jobs/6052112.html
etl工程师,10k,16k,经验5-10年,大专,上海,海万科技,"移动互联网,金融",不需要融资,500-2000人,"旅游,体检,过节费,年终奖",https://www.lagou.com/jobs/5689995.html
ETL 初级工程师,10k,15k,经验1-3年,本科,上海,上海科发,数据服务,不需要融资,15-50人,ETL 数据仓库,https://www.lagou.com/jobs/5594967.html
ETL工程师-上海 (MJ001511),1k,2k,经验不限,本科,上海,依图科技,数据服务,C轮,150-500人,AI医疗，业内大牛，五险一金，弹性工作,https://www.lagou.com/jobs/5641067.html
ETL开发工程师,12k,24k,经验1-3年,本科,上海,艾大,"企业服务,数据服务",未融资,15-50人,"团队协作,大拿指导,福利好",https://www.lagou.com/jobs/4731390.html
高级ETL工程师,10k,15k,经验5-10年,本科,成都,惠商科技,金融,不需要融资,2000人以上,五险一金 带薪年假 绩效奖金 全勤奖,https://www.lagou.com/jobs/5533073.html
ETL工程师,18k,36k,经验3-5年,本科,上海,新享智云,"移动互联网,电商",不需要融资,150-500人,集团公司、扁平化管理、周末双休,https://www.lagou.com/jobs/5700046.html
etl工程师,13k,16k,经验1-3年,大专,上海,CLPS,"数据服务,金融",未融资,500-2000人,六险一金 带薪年假 年底奖金,https://www.lagou.com/jobs/5941270.html
ETL工程师,15k,25k,经验5-10年,本科,上海,上海中软华腾软件系统有限公司,"企业服务,金融",上市公司,2000人以上,"技术新,项目好",https://www.lagou.com/jobs/4350638.html
高级ETL工程师,15k,22k,经验5-10年,本科,广州,广州思迈特,"企业服务,数据服务",A轮,150-500人,"领导好,有前景,有钱景",https://www.lagou.com/jobs/4548225.html
高级ETL开发工程师,15k,30k,经验3-5年,本科,上海,圆通,物流丨运输,上市公司,2000人以上,上市公司，大牛团队，大平台，机会多,https://www.lagou.com/jobs/3791260.html
ETL开发工程师,15k,25k,经验1-3年,本科,上海,通联数据,金融,不需要融资,150-500人,"技术氛围浓,办公环境好,团队氛围佳",https://www.lagou.com/jobs/5952958.html
高级ETL,15k,25k,经验5-10年,本科,北京,宇信易诚,企业服务,上市公司,2000人以上,上市公司，8000多人规模，七险一金。,https://www.lagou.com/jobs/6001190.html
ETL工程师 (MJ001322),1k,2k,经验1-3年,本科,杭州,依图科技,数据服务,C轮,150-500人,AI医疗，业内大牛，五险一金，弹性工作,https://www.lagou.com/jobs/5641035.html
ETL工程师,4k,8k,经验不限,不限,桂林,先进数通,"软件开发,其他",上市公司,500-2000人,午餐补助 五险一金 生日礼金,https://www.lagou.com/jobs/6052158.html
ETL开发工程师,20k,40k,经验3-5年,本科,深圳,vivo,硬件,未融资,2000人以上,"弹性工作,管理规范",https://www.lagou.com/jobs/4454326.html
高级ETL工程师,15k,25k,经验3-5年,本科,上海,上海分蛋信息科技有限公司深圳分公司,移动互联网,B轮,150-500人,五险一金 带薪年假 年终奖金 周末双休,https://www.lagou.com/jobs/5975491.html
ETL开发工程师,10k,15k,经验不限,本科,成都,南天信息,其他,上市公司,50-150人,银行开发 五险一金,https://www.lagou.com/jobs/5659873.html
ETL开发工程师,12k,16k,经验3-5年,本科,上海,海万科技,"移动互联网,金融",不需要融资,500-2000人,"五险一金,体检旅游,年终奖金,节日礼金",https://www.lagou.com/jobs/5629897.html
etl工程师,10k,15k,经验3-5年,大专,大连,文思海辉,"数据服务,企业服务",上市公司,2000人以上,大项目 规模大 牛人多8小时工作加班费,https://www.lagou.com/jobs/6056887.html
ETL工程师,10k,20k,经验不限,本科,北京,上海中软华腾软件系统有限公司,"企业服务,金融",上市公司,2000人以上,五险一金，晋升空间大,https://www.lagou.com/jobs/6014172.html
ETL工程师（长沙）,10k,15k,经验3-5年,大专,长沙,北京海天起点,"企业服务,数据服务",不需要融资,150-500人,六险一金 通讯补助 带薪年假 13薪,https://www.lagou.com/jobs/5984113.html
高级ETL开发工程师,15k,20k,经验5-10年,本科,北京,东方金科,金融,不需要融资,50-150人,五险一金、补充医疗、国资背景、管理规范,https://www.lagou.com/jobs/5810417.html
高级ETL开发工程师 (MJ000133),20k,35k,经验5-10年,不限,上海,阿博茨科技,移动互联网,B轮,150-500人,股票期权激励 年度旅游 带薪年假,https://www.lagou.com/jobs/5825527.html
ETL开发工程师,15k,30k,经验3-5年,大专,深圳,阿卡索外教网,"教育,移动互联网",C轮,2000人以上,"五险一金,员工旅游,健身俱乐部,带薪年假",https://www.lagou.com/jobs/5875494.html
ETL大数据实训生,6k,9k,经验1年以下,大专,青岛,地比图科技,"移动互联网,其他",未融资,15-50人,"朝九晚五,周末双休,带薪假期,晋升空间大",https://www.lagou.com/jobs/3909508.html
高级ETL研发工程师,25k,40k,经验5-10年,本科,珠海,澳发科技,"金融,移动互联网",不需要融资,15-50人,互联网金融数据中台研发,https://www.lagou.com/jobs/6033147.html
ETL开发工程师,15k,30k,经验3-5年,本科,北京,宇信易诚,企业服务,上市公司,2000人以上,给你最好的平台，让你发现不一样的自己。,https://www.lagou.com/jobs/5364821.html
ETL工程师,9k,10k,经验3-5年,不限,南昌,先进数通,"软件开发,其他",上市公司,500-2000人,午餐补助 五险一金 生日礼金,https://www.lagou.com/jobs/6052197.html
ETL工程师,10k,20k,经验3-5年,本科,北京,上海中软华腾软件系统有限公司,"企业服务,金融",上市公司,2000人以上,班车 五险一金 双休 加班费,https://www.lagou.com/jobs/5386894.html
数据仓库/ETL开发工程师,14k,16k,经验5-10年,本科,上海,海万科技,"移动互联网,金融",不需要融资,500-2000人,"五险一金,体检旅游,年终奖金,节日礼金",https://www.lagou.com/jobs/5795658.html
ETL数据工程师,8k,15k,经验1-3年,本科,上海,宝尊电商,企业服务,上市公司,2000人以上,电商 管理,https://www.lagou.com/jobs/5759585.html
BI/ETL工程师,7k,14k,经验不限,本科,广州,国信美投 Meritros,"移动互联网,企业服务",D轮及以上,2000人以上,"500强,六险一金,带薪年假,年终奖",https://www.lagou.com/jobs/6006410.html
ETL工程师,8k,11k,经验1-3年,本科,长沙,步步高商业连锁股份有限公司,"电商,金融",上市公司,2000人以上,"数据分析,MySQL,新零售",https://www.lagou.com/jobs/4898799.html
ETL工程师,8k,12k,经验3-5年,本科,成都,成都大数据产业技术研究院,"移动互联网,数据服务",未融资,50-150人,五险一金，节日福利，年终奖金,https://www.lagou.com/jobs/6053927.html
ETL数据工程师,10k,20k,经验1-3年,本科,北京,东华,"企业服务,数据服务",上市公司,2000人以上,上市公司、五险一金、年终奖、弹性工作制,https://www.lagou.com/jobs/5565371.html
大数据ETL工程师,18k,30k,经验3-5年,本科,上海,达达-京东到家,消费生活,D轮及以上,2000人以上,"互联网,流量大,研发氛围好,扁平管理",https://www.lagou.com/jobs/5373362.html
etl工程师,15k,20k,经验1-3年,大专,广州,足力健老人鞋,电商,不需要融资,150-500人,入职买五险一金、团建活动、绩效奖金,https://www.lagou.com/jobs/6049020.html
etl工程师,8k,13k,经验3-5年,本科,北京,文思海辉,"数据服务,企业服务",上市公司,2000人以上,平台大，项目较稳定,https://www.lagou.com/jobs/6054234.html
ETL数据工程师,15k,25k,经验3-5年,本科,广州,博纳德,移动互联网,天使轮,150-500人,发展潜力大；薪资福利好,https://www.lagou.com/jobs/6050271.html
ETL工程师（厦门）,8K,15K,经验3-5年,本科,厦门,恒隆兴,金融,未融资,500-2000人,"六险一金,年终奖,年度调薪,公司即将上",https://www.lagou.com/jobs/4081564.html
ETL工程师,13k,25k,经验3-5年,大专,深圳,4PX,"移动互联网,电商",D轮及以上,500-2000人,"阿里系,自主研发,氛围好,技术大咖多",https://www.lagou.com/jobs/4420990.html
etl数据,14k,25k,经验3-5年,本科,北京,宇信易诚,企业服务,上市公司,2000人以上,项目稳定，具有延续性，可接触银行核心技术,https://www.lagou.com/jobs/6002345.html
etl工程师,7k,12k,经验1-3年,本科,深圳,先进数通,"软件开发,其他",上市公司,500-2000人,公司背景佳，20016年创业板上市,https://www.lagou.com/jobs/6057803.html
ETL数据工程师（沈阳）,8k,16k,经验不限,本科,沈阳,东华,"企业服务,数据服务",上市公司,2000人以上,上市公司、五险一金、年终奖、弹性工作制,https://www.lagou.com/jobs/5904639.html
ETL开发工程师,15k,22k,经验3-5年,本科,上海,亿通国际,"电商,数据服务",不需要融资,150-500人,"发展前景好,福利完善,办公环境美",https://www.lagou.com/jobs/2755645.html
etl工程师,6k,11k,经验不限,大专,营口,众微致成,"数据服务,金融",天使轮,15-50人,五险一金、六日双休、福利补助、带薪年假,https://www.lagou.com/jobs/5996439.html
etl工程师,10k,15k,经验3-5年,本科,张家口,银丰科技,"企业服务,数据服务",不需要融资,500-2000人,入职就上五险一金，餐补，报销车费，,https://www.lagou.com/jobs/5753629.html
ETL大数据工程师,10k,20k,经验3-5年,不限,上海,HARB,企业服务,B轮,50-150人,把握AI新零售时代，成为业务技术复合人才,https://www.lagou.com/jobs/5523380.html
ETL开发,10k,13k,经验1-3年,本科,上海,比孚,"移动互联网,数据服务",未融资,150-500人,银行,https://www.lagou.com/jobs/6004726.html
ETL,7k,14k,经验1-3年,大专,深圳,智扬信达,"数据服务,其他",未融资,150-500人,周末双休 年终奖 多次调薪,https://www.lagou.com/jobs/6045117.html
ETL数据开发工程师,20k,30k,经验3-5年,本科,北京,真融宝,金融,B轮,150-500人,"六险一金,有餐补,团队氛围好，成长空间大",https://www.lagou.com/jobs/5709801.html
etl工程师,10k,20k,经验3-5年,本科,北京,上海中软华腾软件系统有限公司,"企业服务,金融",上市公司,2000人以上,五险一金，调休，年终奖,https://www.lagou.com/jobs/5323264.html
ETL工程师,15k,25k,经验3-5年,本科,上海,凹凸租车,"移动互联网,电商",C轮,500-2000人,"年终奖,弹性工时,互联网氛围",https://www.lagou.com/jobs/5005865.html
高级ETL工程师,15k,30k,经验3-5年,本科,北京,LinkSteady,"企业服务,数据服务",天使轮,15-50人,团队氛围好，上升空间大,https://www.lagou.com/jobs/6003399.html
ETL工程师,15k,25k,经验3-5年,本科,深圳,迅策科技,"移动互联网,数据服务",A轮,50-150人,"金融科技,人工智能,六险一金,发展前景佳",https://www.lagou.com/jobs/5741582.html
ETL工程师,10k,20k,经验3-5年,大专,北京,吉贝克,"金融,数据服务",D轮及以上,500-2000人,"五险一金,公司氛围好,电脑补助,话费补贴",https://www.lagou.com/jobs/4382436.html
etl工程师,8k,15k,经验3-5年,本科,福州,先进数通,"软件开发,其他",上市公司,500-2000人,五险一金、年终奖、餐费补贴、生日生育礼金,https://www.lagou.com/jobs/6064289.html
ETL开发工程师/业务分析工程师,16k,28k,经验3-5年,本科,北京,宇信易诚,企业服务,上市公司,2000人以上,金融IT上市公司 8000多人员规模。,https://www.lagou.com/jobs/6000478.html
技术顾问/ETL工程师/数据处理工程师,25k,50k,经验3-5年,本科,上海,Analytic Partners,"数据服务,广告营销",不需要融资,少于15人,发展前景好、弹性工作时间,https://www.lagou.com/jobs/5889670.html
etl,10k,20k,经验3-5年,本科,北京,上海中软华腾软件系统有限公司,"企业服务,金融",上市公司,2000人以上,五险一金 带薪年假 车补饭补加班补,https://www.lagou.com/jobs/5389623.html
大数据ETL工程师,15k,25k,经验3-5年,本科,深圳,盈富斯,电商,C轮,150-500人,年终奖，知名电商，下午茶，免费零食,https://www.lagou.com/jobs/6048691.html
数据ETL主管,20k,40k,经验5-10年,本科,上海,HARB,企业服务,B轮,50-150人,外资高管团队；公司文化好；已获多轮融资,https://www.lagou.com/jobs/5845811.html
ETL软件开发,8k,12k,经验1年以下,本科,上海,备实必,"移动互联网,数据服务",不需要融资,少于15人,"五险一金,专业培训,环境自由,技术提成",https://www.lagou.com/jobs/3882674.html
ETL工程师,15k,20k,经验3-5年,本科,北京,惠每云科技,医疗丨健康,B轮,50-150人,"领导牛,平台宽广,六险一金",https://www.lagou.com/jobs/4393960.html
ETL工程师,12k,24k,经验3-5年,大专,北京,寄云科技,"移动互联网,数据服务",A轮,50-150人,"五险一金,弹性工作,行业前沿,技术大牛",https://www.lagou.com/jobs/4359190.html
初级ETL工程师,3k,6k,经验1-3年,本科,厦门,博尔信,金融,未融资,15-50人,数据开发,https://www.lagou.com/jobs/4703584.html
ETL,10k,16k,经验1-3年,大专,广州,西伍服饰,电商,不需要融资,500-2000人,"双休,五险一金,晋升空间大",https://www.lagou.com/jobs/5171118.html
智慧企业-ETL工程师（企划）,20k,40k,经验3-5年,不限,深圳,量子空间区块链,"金融,数据服务",天使轮,50-150人,福利好，薪资高，大企业，美女多。,https://www.lagou.com/jobs/5699365.html
ETL开发工程师,20k,40k,经验5-10年,本科,上海,商问咨询,企业服务,未融资,50-150人,工作稳定，平台好，前景好,https://www.lagou.com/jobs/6004149.html
ETL工程师,6k,8k,经验应届毕业生,本科,广州,GroupM群邑,广告营销,不需要融资,2000人以上,国际4A广告公司 平台大 工作氛围佳,https://www.lagou.com/jobs/5970629.html
大数据ETL工程师,15k,25k,经验1-3年,本科,北京,百度,工具,不需要融资,2000人以上,"平台大,团队强,牛人多,伙食好",https://www.lagou.com/jobs/4094850.html
etl工程师,6k,10k,经验1-3年,大专,佛山,先进数通,"软件开发,其他",上市公司,500-2000人,公司背景佳，20016年创业板上市,https://www.lagou.com/jobs/6058018.html
etl数据,13k,21k,经验3-5年,本科,北京,宇信易诚,企业服务,上市公司,2000人以上,五险一金；,https://www.lagou.com/jobs/6000556.html
etl架构师,20k,30k,经验5-10年,本科,北京,上海中软华腾软件系统有限公司,"企业服务,金融",上市公司,2000人以上,"上市公司,技术大牛,福利丰富,交通便利",https://www.lagou.com/jobs/5444706.html
ETL工程师,10k,15k,经验3-5年,本科,北京,九恒星,金融,上市公司,150-500人,薪资福利待遇好,https://www.lagou.com/jobs/4951415.html
ETL工程师,25K,50K,经验3-5年,本科,北京,英成科技,其他,未融资,15-50人,舒适优雅的工作环境，人性化的管理,https://www.lagou.com/jobs/5246808.html
ETL,12k,24k,经验1-3年,本科,北京,天衍融信,"移动互联网,数据服务",未融资,15-50人,"六险一金,带薪年假,绩效奖金,年底双薪",https://www.lagou.com/jobs/5511469.html
etl工程师,10k,20k,经验3-5年,本科,北京,百融云创,金融,C轮,500-2000人,互联网大数据,https://www.lagou.com/jobs/4683156.html
ETL开发工程师助理,6k,10k,经验不限,大专,青岛,青岛莱信实业有限公司,"移动互联网,数据服务",未融资,50-150人,六险一金 带薪年假 司龄假 补贴,https://www.lagou.com/jobs/5849006.html
BI/ETL/数据库开发工程师,10k,18k,经验1-3年,本科,广州,宇信科技集团,金融,上市公司,2000人以上,五险一金 节假日福利,https://www.lagou.com/jobs/5902200.html
etl开发,15k,25k,经验3-5年,大专,深圳,中自机电,"硬件,其他",未融资,50-150人,"补充公积金,弹性工作制,餐补,年终奖",https://www.lagou.com/jobs/5972104.html
ETL工程师/数据开发工程师,10k,13k,经验1-3年,本科,上海,上海第一财经数据,移动互联网,D轮及以上,150-500人,"平台大,成长快,福利好",https://www.lagou.com/jobs/4660095.html
ETL工程师,15k,30k,经验不限,本科,上海,携程,旅游,上市公司,2000人以上,银行,https://www.lagou.com/jobs/4965903.html
ETL开发工程师,13k,16k,经验3-5年,本科,上海,比孚,"移动互联网,数据服务",未融资,150-500人,"公司年假,车贴餐贴,通讯补贴",https://www.lagou.com/jobs/6004996.html
ETL工程师,12k,20k,经验1-3年,本科,上海,犀语科技,"数据服务,金融",A轮,50-150人,"五险一金,双休,十三薪",https://www.lagou.com/jobs/5831810.html
etl工程师,8k,12k,经验1-3年,本科,深圳,先进数通,"软件开发,其他",上市公司,500-2000人,大牛带队；五险一金；餐补；年终奖；,https://www.lagou.com/jobs/6064250.html
ETL开发,13k,18k,经验1-3年,本科,上海,上海中软华腾软件系统有限公司,"企业服务,金融",上市公司,2000人以上,"五险一金,周末双休,晋升空间大",https://www.lagou.com/jobs/4766049.html
ETL Developer,19k,23k,经验3-5年,大专,上海,上海伯汉网络科技有限公司,"移动互联网,数据服务",未融资,15-50人,福利优厚 五险一金 带薪年假 奖金,https://www.lagou.com/jobs/5523126.html
高级ETL工程师,8k,15k,经验5-10年,本科,厦门,博尔信,金融,未融资,15-50人,"数据分析,数据挖掘",https://www.lagou.com/jobs/4703614.html
ETL工程师,8k,12k,经验1-3年,本科,深圳,深圳市长亮金融系统服务有限公司,"移动互联网,金融",上市公司,500-2000人,五险一金、补充医疗、节日福利、年度体检等,https://www.lagou.com/jobs/5995273.html
ETL开发工程师,12k,24k,经验应届毕业生,本科,北京,生命奇点,"医疗丨健康,数据服务",A轮,50-150人,"发展空间大,项目前景好,团队氛围好,技术导向",https://www.lagou.com/jobs/4100507.html
ETL 工程师实习,3k,6k,经验应届毕业生,本科,深圳,一面数据,"移动互联网,数据服务",A轮,50-150人,大数据人工智能；名校系大牛；技术氛围浓,https://www.lagou.com/jobs/5523074.html
高级ETL开发工程师,15k,25k,经验3-5年,本科,广州,广州腾铭,"其他,消费生活",A轮,50-150人,双休，银行业金融系统开发，六险一金,https://www.lagou.com/jobs/6007564.html
ETL工程师,10k,15k,经验1-3年,不限,深圳,上北智信,数据服务,不需要融资,15-50人,定期体检、五险一金、年底双薪、交通报销,https://www.lagou.com/jobs/5962808.html
ETL设计开发工程师,15k,30k,经验3-5年,本科,深圳,迅策科技,"移动互联网,数据服务",A轮,50-150人,"人工智能,金融科技,六险一金,发展前景佳",https://www.lagou.com/jobs/6036656.html
数据仓库/ETL开发工程师,15k,30k,经验3-5年,不限,上海,巨人网络,游戏,上市公司,500-2000人,发展平台 福利丰厚 一流的办公环境,https://www.lagou.com/jobs/5780171.html
ETL数据开发工程师,8k,14k,经验1-3年,本科,南京,江苏高伟达,"信息安全,移动互联网",不需要融资,150-500人,"五险一金,带薪年假,免费体检,生日福利",https://www.lagou.com/jobs/5003076.html
ETL开发工程师（外派）,12k,18k,经验3-5年,本科,北京,奇迹曼特,教育,A轮,50-150人,双休 五险一金,https://www.lagou.com/jobs/5763487.html
ETL/SQL开发工程师,14k,20k,经验3-5年,本科,北京,长盛天成,"移动互联网,信息安全",不需要融资,500-2000人,团队优秀高效，福利体系完善，工作环境舒适,https://www.lagou.com/jobs/5366060.html
etl数据工程师,10k,15k,经验3-5年,大专,长沙,北京联创智融信息技术有限公司,企业服务,不需要融资,500-2000人,项目稳定，待遇优厚,https://www.lagou.com/jobs/5887135.html
etl工程师,6k,10k,经验3-5年,本科,济南,先进数通,"软件开发,其他",上市公司,500-2000人,五险一金、免费住宿、餐补、专业团队,https://www.lagou.com/jobs/6066098.html
etl开发,12k,24k,经验3-5年,本科,北京,上海中软华腾软件系统有限公司,"企业服务,金融",上市公司,2000人以上,节假日福利,https://www.lagou.com/jobs/5347795.html
数据仓库/ETL开发工程师,15k,25k,经验3-5年,本科,上海,巨人网络,游戏,上市公司,500-2000人,发展平台 福利丰厚 一流的办公环境,https://www.lagou.com/jobs/5910288.html
ETL实习生,3k,6k,经验应届毕业生,本科,北京,上北智信,数据服务,不需要融资,15-50人,定期体检、五险一金、年底双薪、交通报销,https://www.lagou.com/jobs/5989876.html
ETL开发工程师,15k,30k,经验3-5年,本科,深圳,迅策科技,"移动互联网,数据服务",A轮,50-150人,"金融科技,人工智能,六险一金,发展前景佳",https://www.lagou.com/jobs/5725051.html
ETL数据库开发,10k,15k,经验3-5年,本科,北京,人和创建,移动互联网,未融资,150-500人,五险一金 餐补 节日福利 年终奖,https://www.lagou.com/jobs/5882262.html
ETL数据库开发工程师,8k,12k,经验1-3年,大专,深圳,傲冠软件,"移动互联网,企业服务",上市公司,150-500人,五险一金 年终分红 带薪年假 定期体检,https://www.lagou.com/jobs/6053292.html
高级ETL数据工程师(J10429),20k,30k,经验3-5年,本科,北京,明略数据,数据服务,C轮,150-500人,六险一金 年底三薪 发展前景好,https://www.lagou.com/jobs/6041920.html
大数据 ETL工程师(J11005),15k,30k,经验3-5年,本科,北京,淘车二手车,"移动互联网,电商",A轮,2000人以上,交通补助餐补通讯补助带薪年假六险一金弹性,https://www.lagou.com/jobs/5842479.html
医疗数据平台ETL工程师,12k,24k,经验不限,本科,北京,生命奇点,"医疗丨健康,数据服务",A轮,50-150人,"发展空间大,项目前景好,团队氛围好",https://www.lagou.com/jobs/6036950.html
高级ETL工程师,15k,25k,经验3-5年,本科,北京,惠每云科技,医疗丨健康,B轮,50-150人,"六险一金,出国旅游,年终福利,领导大牛",https://www.lagou.com/jobs/4892875.html
ETL数据库开发,14k,22k,经验3-5年,本科,北京,宇信易诚,企业服务,上市公司,2000人以上,七险一金，完善的晋升渠道,https://www.lagou.com/jobs/6010811.html
大数据ETL开发工程师,18k,35k,经验3-5年,本科,广州,美的集团IT,硬件,上市公司,2000人以上,"六险一金,餐补,节日福利,免费健身房",https://www.lagou.com/jobs/5763867.html
ETL数据工程师,10k,15k,经验3-5年,本科,杭州,匡信科技,"数据服务,信息安全",上市公司,50-150人,"上市公司,大数据研发",https://www.lagou.com/jobs/3233683.html
高级ETL工程师,15k,25k,经验3-5年,不限,上海,StudioGM,"游戏,移动互联网",不需要融资,15-50人,绩效奖金、公司旅游、团建生日会、节日礼物,https://www.lagou.com/jobs/5918139.html
etl工程师,5k,8k,经验1-3年,大专,广州,先进数通,"软件开发,其他",上市公司,500-2000人,五险一金、餐补、定期体检、带薪年假等,https://www.lagou.com/jobs/6063292.html
ETL/数据仓库,11k,15k,经验1-3年,本科,深圳,上海中软华腾软件系统有限公司,"企业服务,金融",上市公司,2000人以上,"技术新颖,平台大,氛围好,稳定性好",https://www.lagou.com/jobs/5801343.html
ETL设计开发工程师,15k,30k,经验3-5年,本科,深圳,迅策科技,"移动互联网,数据服务",A轮,50-150人,"人工智能,金融科技,六险一金,发展前景佳",https://www.lagou.com/jobs/6028836.html
中级ETL开发工程师,23k,25k,经验5-10年,大专,上海,上海喆塔信息科技有限公司,"企业服务,其他",未融资,150-500人,稳定的工作环境，良好的职业发展空间,https://www.lagou.com/jobs/6012827.html
ETL数据清洗人员,12k,20k,经验1-3年,本科,上海,平安健康保险,金融,未融资,500-2000人,"福利好,平安集团",https://www.lagou.com/jobs/4848928.html
ETL数据工程师,10k,15k,经验3-5年,本科,北京,智隆信息,"教育,移动互联网",不需要融资,150-500人,ETL流程设计 程序开发 软件开发,https://www.lagou.com/jobs/5697094.html
大数据ETL工程师实训生,6k,12k,经验1-3年,大专,青岛,莱牛教育,"移动互联网,教育",未融资,15-50人,我们接纳零基础的有想法的年轻人。,https://www.lagou.com/jobs/5859737.html
大数据ETL工程师,8k,14k,经验1-3年,本科,北京,博易智讯,"数据服务,移动互联网",未融资,15-50人,大数据 ETL,https://www.lagou.com/jobs/6000436.html
etl datastage 数据库工程师 初级,5k,8k,经验不限,本科,杭州,上海诺祺科技,金融,不需要融资,150-500人,"成长性好,银行工作,福利好",https://www.lagou.com/jobs/4804403.html
数据仓库工程师(ETL方向),15k,30k,经验1-3年,本科,北京,微聚未来,"移动互联网,金融",不需要融资,500-2000人,"牛人团队,带薪年假,16薪考核,快速成长",https://www.lagou.com/jobs/5386009.html
数据库工程师（ETL）,12k,20k,经验1-3年,本科,佛山,YIDATEC,"移动互联网,游戏",不需要融资,2000人以上,五险一金 补充商业险 带薪年假 定期体检,https://www.lagou.com/jobs/5767305.html
